StoreId,ProductSku,ProductName,ProductDescription,Pricing,DateTimestamp
BM_BM_Decathalon,FW_NIK_BOO_GRE_10_496,Nike_Boot,Nike Boot: Step out in style with our fashionable boots.,899.27,07/29/2023 02:21:44
BM_BM_Decathalon,TW_REE_POL_GOL_39_897,Reebok_Polo,Reebok Polo: Perfect blend of comfort and sophistication.,65.92,06/18/2023 03:45:00
BM_BM_Decathalon,BW_REE_JEA_MAG_37_670,Reebok_Jeans,Reebok Jeans: Our signature jeans for a stylish look.,821.99,05/15/2023 11:30:02
BM_BM_Decathalon,TW_ADI_POL_IVO_44_381,Adidas_Polo,Adidas Polo: Timeless polo design for a sporty yet refined look.,485.23,12/30/2022 19:55:09
BM_BM_Decathalon,BW_REE_SHO_LIM_28_585,Reebok_Shorts,Reebok Shorts: Cool and comfortable shorts for a relaxed style.,576.14,03/03/2023 14:33:15
BM_BM_Decathalon,FW_REE_LOA_ORA_10_250,Reebok_Loafer,Reebok Loafer: Versatile design for both casual and formal occasions.,151.79,06/21/2023 13:40:45
BM_BM_Decathalon,TW_NIK_LON_CYA_38_384,Nike_Long Sleeve,Nike Long Sleeve: Casual and cool for those chilly days.,466.22,09/13/2023 14:07:31
BM_BM_Decathalon,TW_GUC_LON_FUC_42_127,Gucci_Long Sleeve,Gucci Long Sleeve: Stay warm and trendy with our long sleeve shirts.,494.31,04/07/2023 22:28:28
BM_BM_Decathalon,TW_PUM_T-S_ORA_42_477,Puma_T-Shirt,"Puma T-Shirt: Versatile and stylish, perfect for any occasion.",435.34,07/23/2023 21:33:18
BM_BM_Decathalon,FW_REE_LOA_PLU_11_195,Reebok_Loafer,Reebok Loafer: Classic loafers for a timeless look.,784.51,10/29/2023 04:36:56
BM_BM_Decathalon,BW_REE_SHO_RED_33_317,Reebok_Shorts,Reebok Shorts: Cool and comfortable shorts for a relaxed style.,74.30,01/02/2023 22:57:43
BM_BM_Decathalon,BW_ADI_SHO_YEL_37_439,Adidas_Shorts,Adidas Shorts: Ideal for warm weather and outdoor activities.,798.82,05/01/2023 04:15:55
BM_BM_Decathalon,BW_NIK_JEA_TAN_29_472,Nike_Jeans,"Nike Jeans: Versatile and trendy, perfect for any occasion.",305.98,05/24/2023 04:31:05
BM_BM_Decathalon,BW_NIK_SHO_CYA_28_198,Nike_Shorts,Nike Shorts: Stay on-trend with our fashionable shorts collection.,675.53,06/02/2023 23:42:42
BM_BM_Decathalon,BW_PUM_JEA_ORA_32_446,Puma_Jeans,Puma Jeans: Classic and comfortable for everyday wear.,819.03,12/17/2022 21:37:35
BM_BM_Decathalon,BW_NIK_SHO_TEA_38_657,Nike_Shorts,Nike Shorts: Stay on-trend with our fashionable shorts collection.,282.33,08/27/2023 03:38:45
BM_BM_Decathalon,FW_GUC_SAN_BLA_08_309,Gucci_Sandals,Gucci Sandals: Adjustable straps for a personalized fit.,608.39,02/26/2023 17:08:49
BM_BM_Decathalon,TW_PUM_POL_BLA_42_642,Puma_Polo,Puma Polo: Timeless polo design for a sporty yet refined look.,538.26,02/12/2023 18:04:04
BM_BM_Decathalon,BW_GUC_CHI_WHI_44_334,Gucci_Chinos,Gucci Chinos: Casual and cool for those laid-back days.,456.54,04/10/2023 01:53:02
BM_BM_Decathalon,FW_REE_SAN_PUR_06_456,Reebok_Sandals,Reebok Sandals: Perfect for a day at the beach or a casual stroll.,755.11,08/10/2023 21:20:59
BM_BM_Decathalon,TW_NIK_TAN_PIN_42_140,Nike_Tank Top,Nike Tank Top: Cool and comfortable tank tops for a laid-back style.,966.21,05/06/2023 10:32:16
